,Level,Date,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
410,National,2020-02-15,65226001.0,261941433.0,1204852572.0,288833905.0,299500308.0,152290600.0,189326003.0,175602813.0,60322185.0,23482911.0,10728719.0,2539529.0,2225599.0,00-00000-20200215,6,2
411,National,2020-02-16,73049587.0,254117847.0,1063100765.0,257226108.0,270598174.0,135866898.0,166487689.0,148324377.0,48743018.0,20186720.0,10768400.0,2650649.0,2248732.0,00-00000-20200216,7,2
412,National,2020-02-17,82467158.0,244700276.0,980769096.0,239589215.0,239294977.0,120525268.0,151441001.0,147332208.0,51120408.0,18411662.0,8987761.0,2254922.0,1811674.0,00-00000-20200217,7,2
413,National,2020-02-18,61680016.0,265487418.0,1190702707.0,292051962.0,288807317.0,144925566.0,184164548.0,182959892.0,62894050.0,20750886.0,9452489.0,2545775.0,2150222.0,00-00000-20200218,7,2
414,National,2020-02-19,59593514.0,267573920.0,1227157151.0,303337556.0,298627652.0,148735741.0,189169697.0,188347712.0,64343580.0,21034041.0,9287459.0,2439932.0,1833781.0,00-00000-20200219,7,2
415,National,2020-02-20,61906130.0,265261304.0,1199202157.0,295895640.0,292002248.0,144849029.0,184115121.0,184144503.0,63567028.0,20981303.0,9533107.0,2445064.0,1669114.0,00-00000-20200220,7,2
416,National,2020-02-21,60379182.0,266788252.0,1274395038.0,312948432.0,310863884.0,155230299.0,196466427.0,192659139.0,66329756.0,23497553.0,11590435.0,2851612.0,1957501.0,00-00000-20200221,7,2
417,National,2020-02-22,62261223.0,264906211.0,1230328799.0,301711140.0,307727349.0,153643270.0,190070740.0,176673481.0,61221532.0,23812177.0,10977657.0,2627045.0,1864408.0,00-00000-20200222,7,2
418,National,2020-02-23,73049238.0,254118196.0,1077811394.0,265055505.0,280555957.0,137931677.0,166790142.0,148179060.0,47720022.0,18867580.0,9484051.0,1999054.0,1228346.0,00-00000-20200223,8,2
419,National,2020-02-24,62674465.0,264492969.0,1199874716.0,299276276.0,300003259.0,148088101.0,185009486.0,180401832.0,58988619.0,17939638.0,7054939.0,1677629.0,1434937.0,00-00000-20200224,8,2
420,National,2020-02-25,58433526.0,268733908.0,1225016140.0,303674928.0,301660744.0,149660058.0,189587152.0,188620091.0,62751575.0,18951086.0,7045938.0,1630513.0,1434055.0,00-00000-20200225,8,2
421,National,2020-02-26,59593760.0,267573674.0,1261918593.0,309951170.0,336516427.0,158994394.0,193518655.0,181080883.0,55975244.0,16824986.0,6558665.0,1486624.0,1011545.0,00-00000-20200226,8,2
422,National,2020-02-27,58647818.0,268519616.0,1250450270.0,315236907.0,312067297.0,153123619.0,191330243.0,188033054.0,62085459.0,18798809.0,7000874.0,1577013.0,1196995.0,00-00000-20200227,8,2
423,National,2020-02-28,57024200.0,270143234.0,1325922758.0,333224727.0,335572479.0,164076703.0,202775243.0,194592882.0,63842724.0,20580089.0,8357600.0,1667030.0,1233281.0,00-00000-20200228,8,2
424,National,2020-02-29,62261075.0,264906359.0,1270370021.0,311887000.0,325445358.0,161492996.0,197475715.0,181339601.0,60329574.0,21652515.0,8058658.0,1528297.0,1160307.0,00-00000-20200229,8,2
425,National,2020-03-01,70239950.0,256927484.0,1103564948.0,279450167.0,290439018.0,140527309.0,168640341.0,148371515.0,46694318.0,17784934.0,8541584.0,1826957.0,1288805.0,00-00000-20200301,9,3
426,National,2020-03-02,62675080.0,264492354.0,1238134641.0,318826460.0,309615475.0,149506187.0,185722212.0,184056245.0,61757080.0,18747063.0,6932465.0,1540518.0,1430936.0,00-00000-20200302,9,3
427,National,2020-03-03,58433989.0,268733445.0,1262762409.0,329156203.0,309753259.0,149009332.0,187309764.0,188349717.0,65451901.0,21652589.0,9048506.0,1986630.0,1044508.0,00-00000-20200303,9,3
428,National,2020-03-04,59594013.0,267573421.0,1272349990.0,328418084.0,309059958.0,150487779.0,190717688.0,192464789.0,66823713.0,22109729.0,9313631.0,1958198.0,996421.0,00-00000-20200304,9,3
429,National,2020-03-05,55390150.0,271777284.0,1270948525.0,326880490.0,309181805.0,150269370.0,190293129.0,192197507.0,67089897.0,22414285.0,9629056.0,1987246.0,1005740.0,00-00000-20200305,9,3
430,National,2020-03-06,57024833.0,270142601.0,1312174388.0,332820319.0,323278257.0,156762253.0,196959806.0,196001063.0,68053317.0,24093748.0,11030132.0,2157586.0,1017907.0,00-00000-20200306,9,3
431,National,2020-03-07,62261631.0,264905803.0,1263082657.0,318805979.0,319911075.0,156263407.0,191572702.0,177799863.0,60557128.0,23854994.0,10954986.0,2159904.0,1202619.0,00-00000-20200307,9,3
432,National,2020-03-08,70240074.0,256927360.0,1099883609.0,279948709.0,282529026.0,137083627.0,166614365.0,149787048.0,49115516.0,20512603.0,10799977.0,2265225.0,1227513.0,00-00000-20200308,10,3
433,National,2020-03-09,62675176.0,264492258.0,1227697771.0,317738246.0,299649111.0,145739233.0,184243434.0,183938926.0,63323101.0,21245276.0,8984475.0,1816768.0,1019201.0,00-00000-20200309,10,3
434,National,2020-03-10,61680334.0,265487100.0,1225015868.0,314269775.0,298244258.0,145069212.0,184292504.0,185381949.0,64319037.0,21529397.0,9001748.0,1880041.0,1027947.0,00-00000-20200310,10,3
435,National,2020-03-11,59594059.0,267573375.0,1261922006.0,334490156.0,310542929.0,145472443.0,182194259.0,180749994.0,64526173.0,24743769.0,13475220.0,3371347.0,2355716.0,00-00000-20200311,10,3
436,National,2020-03-12,61906643.0,265260791.0,1243616566.0,332233996.0,306823845.0,142070590.0,176323686.0,176378776.0,63799685.0,25539735.0,14476977.0,3651375.0,2317901.0,00-00000-20200312,10,3
437,National,2020-03-13,60379289.0,266788145.0,1295004468.0,345697609.0,325826390.0,151446527.0,186551193.0,179597555.0,61674289.0,24567970.0,14049882.0,3367861.0,2225192.0,00-00000-20200313,10,3
438,National,2020-03-14,74121115.0,253046319.0,1168443362.0,308825453.0,304867673.0,139750743.0,168647126.0,153532471.0,51651565.0,22174987.0,13012109.0,3403634.0,2577601.0,00-00000-20200314,10,3
439,National,2020-03-15,87097677.0,240069757.0,996887136.0,260872756.0,266240918.0,125026093.0,147580259.0,127808244.0,40088801.0,16524689.0,9411065.0,2144244.0,1190067.0,00-00000-20200315,11,3
440,National,2020-03-16,75869938.0,251297496.0,1144230584.0,294698453.0,283938818.0,135639717.0,169751661.0,169060930.0,58665432.0,20256140.0,9131886.0,1974383.0,1113164.0,00-00000-20200316,11,3
441,National,2020-03-17,84404584.0,242762850.0,1070601942.0,278469018.0,261332572.0,124934743.0,158296351.0,160394267.0,56201829.0,19294243.0,8667054.0,1968337.0,1043528.0,00-00000-20200317,11,3
442,National,2020-03-18,89391093.0,237776341.0,1063766960.0,278116777.0,258254631.0,123527928.0,157205727.0,159337556.0,56009593.0,19406385.0,8868178.0,2034447.0,1005738.0,00-00000-20200318,11,3
443,National,2020-03-19,91230685.0,235936749.0,1031792630.0,271271428.0,253217421.0,120122678.0,151289442.0,152745202.0,53227802.0,18439205.0,8566400.0,1947262.0,965790.0,00-00000-20200319,11,3
444,National,2020-03-20,90568700.0,236598734.0,1061423759.0,280891914.0,265827718.0,125114925.0,154773989.0,151877430.0,52158617.0,18568740.0,9096748.0,2042455.0,1071223.0,00-00000-20200320,11,3
445,National,2020-03-21,100804517.0,226362917.0,960966985.0,261305958.0,256193768.0,117940011.0,138300535.0,121923242.0,38836679.0,14988239.0,8309061.0,2056951.0,1112541.0,00-00000-20200321,11,3
446,National,2020-03-22,99351528.0,227815906.0,779419904.0,216365729.0,213420468.0,94783144.0,108820873.0,93441301.0,29614485.0,12442597.0,7619703.0,1941034.0,970570.0,00-00000-20200322,12,3
447,National,2020-03-23,89122519.0,238044915.0,870340698.0,230155728.0,215213250.0,100498555.0,126551560.0,127763110.0,44798851.0,15583719.0,7282150.0,1615777.0,877998.0,00-00000-20200323,12,3
448,National,2020-03-24,91099456.0,236067978.0,872706770.0,237231398.0,214900919.0,99304045.0,124563320.0,126186406.0,44607328.0,15790915.0,7451193.0,1766652.0,904594.0,00-00000-20200324,12,3
449,National,2020-03-25,91702132.0,235465302.0,867965984.0,236901243.0,212011406.0,98427777.0,124196002.0,125679502.0,44753881.0,15811850.0,7507743.0,1814386.0,862194.0,00-00000-20200325,12,3
450,National,2020-03-26,91480315.0,235687119.0,896323261.0,249046638.0,220176833.0,101733994.0,127277004.0,127860092.0,44917281.0,15636769.0,7206567.0,1702551.0,765532.0,00-00000-20200326,12,3
451,National,2020-03-27,90810744.0,236356690.0,897838775.0,246780056.0,223124153.0,103465017.0,128343820.0,126387870.0,43928059.0,15691479.0,7579580.0,1745720.0,793021.0,00-00000-20200327,12,3
452,National,2020-03-28,97475325.0,229692109.0,813423690.0,222391553.0,219528792.0,99772446.0,116477840.0,101491959.0,32145892.0,12283468.0,6704777.0,1724974.0,901989.0,00-00000-20200328,12,3
453,National,2020-03-29,103367235.0,223800199.0,737100416.0,204769360.0,203430460.0,90187457.0,103610752.0,87409590.0,27372987.0,11068476.0,6527501.0,1738620.0,985213.0,00-00000-20200329,13,3
454,National,2020-03-30,90744448.0,236422986.0,856710276.0,232156742.0,211519004.0,98797012.0,123773675.0,123130799.0,43101760.0,14969105.0,6839073.0,1565886.0,857220.0,00-00000-20200330,13,3
455,National,2020-03-31,93371152.0,233796282.0,844978230.0,229377342.0,207813303.0,96906024.0,121209124.0,121738485.0,43056423.0,15138674.0,7096540.0,1755842.0,886473.0,00-00000-20200331,13,3
456,National,2020-04-01,92048676.0,235118758.0,885030932.0,246165778.0,219069952.0,101399708.0,126201146.0,125086848.0,43248125.0,14876297.0,6631795.0,1552789.0,798494.0,00-00000-20200401,13,4
457,National,2020-04-02,92378990.0,234788444.0,865942581.0,237783036.0,212547913.0,99457713.0,124190407.0,123359037.0,43293342.0,15400709.0,7297276.0,1720357.0,892791.0,00-00000-20200402,13,4
458,National,2020-04-03,90694427.0,236473007.0,896792655.0,242497261.0,226539242.0,105959244.0,130172169.0,125447919.0,42415056.0,14711053.0,6729051.0,1482318.0,839342.0,00-00000-20200403,13,4
459,National,2020-04-04,98847351.0,228320083.0,807362923.0,221170458.0,217288956.0,100147287.0,117098531.0,100605815.0,30892074.0,11467689.0,6062662.0,1587483.0,1041968.0,00-00000-20200404,13,4
460,National,2020-04-05,103024157.0,224143277.0,744107892.0,208734269.0,203794184.0,91277549.0,105272897.0,88475808.0,27067185.0,10589116.0,6187654.0,1659946.0,1049284.0,00-00000-20200405,14,4
461,National,2020-04-06,93298445.0,233868989.0,890953746.0,247899028.0,222496128.0,102913084.0,127917780.0,125138163.0,42743629.0,14248683.0,5814223.0,1179585.0,603443.0,00-00000-20200406,14,4
462,National,2020-04-07,92991783.0,234175651.0,908185570.0,254499222.0,225984420.0,104122923.0,129637030.0,128244620.0,43974519.0,14396769.0,5623121.0,1168542.0,534404.0,00-00000-20200407,14,4
463,National,2020-04-08,92849902.0,234317532.0,901542017.0,250968911.0,224374691.0,103696489.0,128784297.0,127756928.0,43871021.0,14450925.0,5810295.0,1266467.0,561993.0,00-00000-20200408,14,4
464,National,2020-04-09,94603720.0,232563714.0,887228191.0,240655624.0,221103777.0,102441707.0,128329063.0,128367573.0,44205205.0,14473930.0,5814955.0,1267667.0,568690.0,00-00000-20200409,14,4
465,National,2020-04-10,89939305.0,237228129.0,928398295.0,251370116.0,237836607.0,110756131.0,135630965.0,128662936.0,42083281.0,14053520.0,6071082.0,1313834.0,619823.0,00-00000-20200410,14,4
466,National,2020-04-11,93559679.0,233607755.0,919389754.0,257651590.0,250853137.0,114931875.0,132863193.0,111979119.0,33035017.0,11245800.0,5033168.0,1184178.0,612677.0,00-00000-20200411,14,4
467,National,2020-04-12,110211784.0,216955650.0,672104143.0,189465680.0,188383260.0,81528638.0,94153057.0,80371804.0,23659359.0,8559832.0,4338784.0,1071370.0,572359.0,00-00000-20200412,15,4
468,National,2020-04-13,95963913.0,231203521.0,864262458.0,232049240.0,218451805.0,100434051.0,125406423.0,124624627.0,42656501.0,13778392.0,5348777.0,1052521.0,460121.0,00-00000-20200413,15,4
469,National,2020-04-14,90256445.0,236910989.0,911495873.0,257444480.0,238182616.0,103588864.0,125869111.0,121943290.0,41115958.0,14050775.0,6668998.0,1744051.0,887730.0,00-00000-20200414,15,4
470,National,2020-04-15,87388034.0,239779400.0,924492910.0,255637955.0,242207880.0,107175561.0,129958474.0,125306279.0,41408851.0,13996637.0,6316391.0,1630657.0,854225.0,00-00000-20200415,15,4
471,National,2020-04-16,91821128.0,235346306.0,916801343.0,250670624.0,239721269.0,107000585.0,130220412.0,126529620.0,41292818.0,13417664.0,5748680.0,1424277.0,775394.0,00-00000-20200416,15,4
472,National,2020-04-17,84488171.0,242679263.0,948294124.0,259156206.0,250027721.0,111551304.0,134348718.0,127567916.0,41611111.0,14524798.0,6937714.0,1636044.0,932592.0,00-00000-20200417,15,4
473,National,2020-04-18,93559587.0,233607847.0,915858236.0,248210024.0,256014135.0,114214809.0,130459426.0,112600385.0,34221177.0,12011513.0,5714638.0,1475799.0,936330.0,00-00000-20200418,15,4
474,National,2020-04-19,95836344.0,231331090.0,774978224.0,214387596.0,224412108.0,94376302.0,105623259.0,89309903.0,27586551.0,10814033.0,5986811.0,1536105.0,945556.0,00-00000-20200419,16,4
475,National,2020-04-20,85301537.0,241865897.0,931001757.0,260563418.0,248853493.0,104841336.0,126095540.0,124119561.0,42091202.0,14828421.0,6829194.0,1712528.0,1067064.0,00-00000-20200420,16,4
476,National,2020-04-21,89242172.0,237925262.0,941189494.0,252568633.0,235328662.0,110090169.0,136675981.0,136457357.0,46894127.0,15333527.0,6055024.0,1295364.0,490650.0,00-00000-20200421,16,4
477,National,2020-04-22,88142841.0,239024593.0,939985140.0,251431962.0,233977767.0,109614960.0,137023934.0,137192337.0,47334903.0,15442330.0,6182377.0,1302681.0,481889.0,00-00000-20200422,16,4
478,National,2020-04-23,87773716.0,239393718.0,944187610.0,249654066.0,236144145.0,110641971.0,137927190.0,138434294.0,47383465.0,15669116.0,6455221.0,1372970.0,505172.0,00-00000-20200423,16,4
479,National,2020-04-24,86206815.0,240960619.0,976115498.0,253422345.0,248240435.0,116906393.0,144623526.0,141459654.0,47362091.0,15782814.0,6518875.0,1295792.0,503573.0,00-00000-20200424,16,4
480,National,2020-04-25,90778788.0,236388646.0,938545741.0,248731984.0,254387013.0,117963462.0,137958779.0,121256786.0,37917777.0,13110171.0,5504638.0,1203408.0,511723.0,00-00000-20200425,16,4
481,National,2020-04-26,97137810.0,230029624.0,839543412.0,220637504.0,234456391.0,106395818.0,122029298.0,104998071.0,32073923.0,11679074.0,5459329.0,1230566.0,583438.0,00-00000-20200426,17,4
482,National,2020-04-27,86719071.0,240448363.0,967547687.0,255808250.0,244990814.0,114999107.0,141953779.0,139735150.0,47198682.0,15191124.0,5974852.0,1187449.0,508480.0,00-00000-20200427,17,4
483,National,2020-04-28,85864112.0,241303322.0,982542104.0,263204457.0,247735885.0,115570688.0,143197786.0,141570127.0,48130004.0,15492155.0,5925352.0,1239179.0,476471.0,00-00000-20200428,17,4
484,National,2020-04-29,86596074.0,240571360.0,966686362.0,255151286.0,243626230.0,114151447.0,141649379.0,140683895.0,47822814.0,15571712.0,6237262.0,1307109.0,485228.0,00-00000-20200429,17,4
485,National,2020-04-30,85771487.0,241395947.0,976423119.0,252784513.0,247323929.0,116421374.0,144204606.0,143040427.0,48626173.0,15880014.0,6413226.0,1290428.0,438429.0,00-00000-20200430,17,4
486,National,2020-05-01,81698374.0,245469060.0,1043562593.0,273584327.0,267685185.0,126528097.0,154306882.0,148042410.0,48996130.0,16269864.0,6505550.0,1209590.0,434558.0,00-00000-20200501,17,5
487,National,2020-05-02,86256940.0,240910494.0,1003405022.0,268887090.0,269136074.0,125908971.0,147064823.0,129430514.0,40945745.0,14477167.0,5888950.0,1199450.0,466238.0,00-00000-20200502,17,5
488,National,2020-05-03,93108775.0,234058659.0,889638000.0,241257371.0,244367207.0,111132726.0,127565566.0,109755504.0,34650676.0,13053864.0,6068415.0,1271664.0,515007.0,00-00000-20200503,18,5
489,National,2020-05-04,84028680.0,243138754.0,1006445209.0,266339837.0,255554933.0,120435453.0,148028030.0,144134363.0,48489341.0,15749621.0,6110279.0,1144934.0,458418.0,00-00000-20200504,18,5
490,National,2020-05-05,83828841.0,243338593.0,1010902338.0,265010250.0,256426574.0,121259016.0,149325631.0,146276367.0,49122315.0,15826005.0,6023474.0,1203019.0,429687.0,00-00000-20200505,18,5
491,National,2020-05-06,84084471.0,243082963.0,994558750.0,259528396.0,248098920.0,118713557.0,148205586.0,146189490.0,49459820.0,16073057.0,6312314.0,1332567.0,645043.0,00-00000-20200506,18,5
492,National,2020-05-07,82714844.0,244452590.0,1007207727.0,264402152.0,250811379.0,120134125.0,149521127.0,146797657.0,49847736.0,16661525.0,6792058.0,1455610.0,784358.0,00-00000-20200507,18,5
493,National,2020-05-08,82776980.0,244390454.0,1026383054.0,261682771.0,261017598.0,124902716.0,153690073.0,149734253.0,50001684.0,16762999.0,6850644.0,1275876.0,464440.0,00-00000-20200508,18,5
494,National,2020-05-09,86531158.0,240636276.0,998794928.0,255421973.0,269582061.0,127882207.0,149844338.0,131671869.0,41349089.0,14898389.0,6380642.0,1269148.0,495212.0,00-00000-20200509,18,5
495,National,2020-05-10,90137549.0,237029885.0,895324011.0,227752156.0,244019516.0,113778643.0,132974275.0,117207744.0,37228208.0,14197492.0,6409124.0,1266892.0,489961.0,00-00000-20200510,19,5
496,National,2020-05-11,76297675.0,250869759.0,1044978446.0,280896592.0,257286990.0,122409406.0,153538205.0,152250608.0,51971990.0,17456894.0,7179791.0,1432084.0,555886.0,00-00000-20200511,19,5
497,National,2020-05-12,74536940.0,252630494.0,1089574352.0,299167073.0,267195478.0,126814291.0,158311292.0,157166241.0,53774403.0,17835160.0,7296912.0,1531111.0,482391.0,00-00000-20200512,19,5
498,National,2020-05-13,75826472.0,251340962.0,1047466886.0,288095948.0,254267840.0,120932538.0,151697063.0,152005752.0,52793824.0,17929414.0,7449898.0,1638738.0,655871.0,00-00000-20200513,19,5
499,National,2020-05-14,75050011.0,252117423.0,1045822091.0,285797573.0,253626664.0,120840322.0,151677042.0,151994145.0,53115582.0,18417562.0,7918593.0,1703689.0,730919.0,00-00000-20200514,19,5
500,National,2020-05-15,73913951.0,253253483.0,1059099077.0,287484132.0,259776482.0,123509491.0,153935095.0,152111675.0,52398462.0,18769171.0,8472069.0,1790824.0,851676.0,00-00000-20200515,19,5
501,National,2020-05-16,78855104.0,248312330.0,1037754252.0,283975968.0,268855558.0,128138785.0,151711108.0,134858906.0,43814793.0,16422488.0,7479372.0,1661156.0,836118.0,00-00000-20200516,19,5
502,National,2020-05-17,76535744.0,250631690.0,1013197232.0,277601752.0,270149689.0,125214658.0,145866471.0,126995722.0,40746175.0,16342209.0,8164092.0,1604045.0,512419.0,00-00000-20200517,20,5
503,National,2020-05-18,65134969.0,262032465.0,1146140302.0,308101098.0,282842746.0,134887335.0,167879189.0,166663574.0,57623893.0,19094561.0,7398486.0,1308022.0,341398.0,00-00000-20200518,20,5
504,National,2020-05-19,64655334.0,262512100.0,1155428437.0,311995852.0,282540863.0,134412226.0,168573297.0,169551341.0,59112272.0,19566184.0,7763432.0,1528952.0,384018.0,00-00000-20200519,20,5
505,National,2020-05-20,63747441.0,263419993.0,1164502106.0,316229276.0,283729836.0,135279265.0,169565400.0,169912734.0,59339752.0,20074480.0,8216589.0,1665387.0,489387.0,00-00000-20200520,20,5
506,National,2020-05-21,61674190.0,265493244.0,1183242120.0,319183543.0,287954866.0,138096865.0,173144620.0,172344533.0,59984483.0,21000061.0,9015532.0,1818373.0,699244.0,00-00000-20200521,20,5
507,National,2020-05-22,58899373.0,268268061.0,1220005421.0,323485669.0,299950507.0,145000887.0,180170369.0,175708910.0,60406823.0,22238672.0,10288317.0,1932205.0,823062.0,00-00000-20200522,20,5
508,National,2020-05-23,67107738.0,260059696.0,1137302011.0,306700490.0,294092100.0,140206138.0,167341269.0,149612661.0,48711214.0,19128036.0,8869278.0,1792802.0,848023.0,00-00000-20200523,20,5
509,National,2020-05-24,80640735.0,246526699.0,942801676.0,255277495.0,244441226.0,116155158.0,137594610.0,121347822.0,40039828.0,16772550.0,8089769.0,1842883.0,1240335.0,00-00000-20200524,21,5
510,National,2020-05-25,80848437.0,246318997.0,899272417.0,242990504.0,231882540.0,108968242.0,129729597.0,116654125.0,39396556.0,17221133.0,9193588.0,2025618.0,1210514.0,00-00000-20200525,21,5
511,National,2020-05-26,72797585.0,254369849.0,1019263461.0,267644508.0,247896656.0,120729435.0,151823064.0,149874797.0,51444144.0,18299955.0,8300966.0,1951063.0,1298873.0,00-00000-20200526,21,5
512,National,2020-05-27,72444598.0,254722836.0,1080677629.0,291204312.0,262539526.0,126770471.0,158649573.0,157266963.0,54437991.0,18896708.0,8289922.0,1834946.0,787217.0,00-00000-20200527,21,5
513,National,2020-05-28,73762817.0,253404617.0,1056082690.0,284643937.0,256627807.0,122475321.0,153809742.0,154115886.0,54230553.0,19190020.0,8636198.0,1806027.0,547199.0,00-00000-20200528,21,5
514,National,2020-05-29,78840421.0,248327013.0,1059108419.0,281574322.0,261893138.0,124459955.0,154745791.0,153359324.0,53172042.0,19120200.0,8603516.0,1679249.0,500882.0,00-00000-20200529,21,5
515,National,2020-05-30,80927024.0,246240410.0,1053877326.0,286274467.0,271920370.0,128275747.0,152870976.0,139431181.0,46502155.0,18027511.0,8363795.0,1706105.0,505019.0,00-00000-20200530,21,5
516,National,2020-05-31,84859996.0,242307438.0,948309948.0,260701395.0,247709712.0,114628707.0,135144343.0,120926152.0,40632756.0,17335913.0,8872950.0,1786820.0,571200.0,00-00000-20200531,22,5
517,National,2020-06-01,74950180.0,252217254.0,1027164685.0,276929208.0,254423136.0,120019363.0,148789116.0,147043387.0,51643357.0,18199276.0,7911012.0,1585006.0,621824.0,00-00000-20200601,22,6
518,National,2020-06-02,76026911.0,251140523.0,1039981500.0,283869903.0,251312989.0,119142514.0,149956847.0,151300854.0,53760861.0,19137135.0,8806567.0,1940764.0,753066.0,00-00000-20200602,22,6
519,National,2020-06-03,69955426.0,257212008.0,1110917711.0,301896524.0,268908348.0,128772810.0,161806105.0,161667177.0,56647379.0,19782835.0,8772065.0,1893463.0,771005.0,00-00000-20200603,22,6
520,National,2020-06-04,70414491.0,256752943.0,1072076518.0,288042772.0,258582056.0,124186089.0,156337518.0,157399217.0,55648306.0,19922959.0,9212532.0,2001391.0,743678.0,00-00000-20200604,22,6
521,National,2020-06-05,69989513.0,257177921.0,1107885771.0,294162892.0,270222199.0,129932422.0,162375342.0,160721444.0,56510964.0,21022041.0,10116985.0,2025603.0,795879.0,00-00000-20200605,22,6
522,National,2020-06-06,79705726.0,247461708.0,985358874.0,255908755.0,255455260.0,121956804.0,146912607.0,133697810.0,44247805.0,16995380.0,7847071.0,1620571.0,716811.0,00-00000-20200606,22,6
523,National,2020-06-07,78462106.0,248705328.0,957493300.0,246028627.0,258381120.0,118902010.0,138820360.0,122946500.0,41648081.0,18057236.0,9748683.0,2048642.0,912041.0,00-00000-20200607,23,6
524,National,2020-06-08,68458522.0,258708912.0,1111735329.0,291545139.0,273861586.0,133045400.0,165587841.0,162165382.0,55703751.0,19106924.0,8353773.0,1690206.0,675327.0,00-00000-20200608,23,6
525,National,2020-06-09,74111378.0,253056056.0,1040375216.0,274497259.0,252008715.0,121750919.0,154313232.0,154545166.0,54077106.0,18636497.0,7985620.0,1748864.0,811838.0,00-00000-20200609,23,6
526,National,2020-06-10,73657277.0,253510157.0,1047322006.0,282029297.0,252933721.0,121615917.0,153438619.0,152895880.0,53710963.0,19101391.0,8627514.0,1966271.0,1002433.0,00-00000-20200610,23,6
527,National,2020-06-11,71475817.0,255691617.0,1079489816.0,286714246.0,261074793.0,126874248.0,160113222.0,158176810.0,54973100.0,19674370.0,9005562.0,1952739.0,930726.0,00-00000-20200611,23,6
528,National,2020-06-12,71576618.0,255590816.0,1091313320.0,291025910.0,265265522.0,128226133.0,160307846.0,157328175.0,55093313.0,21063413.0,10158057.0,2040767.0,804184.0,00-00000-20200612,23,6
529,National,2020-06-13,74856283.0,252311151.0,1087820678.0,294445483.0,273602644.0,132243056.0,159475489.0,145708647.0,49971446.0,20201297.0,9540377.0,1957733.0,674506.0,00-00000-20200613,23,6
530,National,2020-06-14,81305338.0,245862096.0,920825304.0,248430203.0,233921195.0,111033590.0,132820076.0,119923514.0,42040287.0,19234603.0,10391452.0,2173599.0,856785.0,00-00000-20200614,24,6
531,National,2020-06-15,76163687.0,251003747.0,1006440207.0,270845330.0,244604362.0,117209372.0,146811067.0,145282704.0,51201987.0,18954306.0,8870767.0,1911109.0,749203.0,00-00000-20200615,24,6
532,National,2020-06-16,75543198.0,251624236.0,1072538999.0,292857800.0,260853549.0,124793326.0,156220128.0,154663813.0,53538946.0,18906716.0,8274010.0,1785611.0,645100.0,00-00000-20200616,24,6
533,National,2020-06-17,73067593.0,254099841.0,1099723524.0,301262899.0,266593888.0,127567859.0,159858916.0,158407375.0,55240226.0,19528557.0,8761056.0,1890964.0,611784.0,00-00000-20200617,24,6
534,National,2020-06-18,72476074.0,254691360.0,1078198697.0,291575943.0,260119575.0,125467968.0,157882952.0,156610581.0,54942415.0,19864336.0,9162282.0,1929635.0,643010.0,00-00000-20200618,24,6
535,National,2020-06-19,71891991.0,255275443.0,1057164183.0,280435451.0,256321304.0,124325314.0,155952871.0,153319992.0,53936993.0,20536720.0,9668554.0,1917524.0,749460.0,00-00000-20200619,24,6
536,National,2020-06-20,77616767.0,249550667.0,1012741313.0,271528070.0,255696651.0,122643490.0,148396113.0,135948051.0,47175746.0,19517023.0,9178912.0,1898469.0,758788.0,00-00000-20200620,24,6
537,National,2020-06-21,84148517.0,243018917.0,890340741.0,237066732.0,224794833.0,106630749.0,129582662.0,119255690.0,42364258.0,18800502.0,9234697.0,1850784.0,759834.0,00-00000-20200621,25,6
538,National,2020-06-22,76197592.0,250969842.0,965656172.0,255788562.0,230630099.0,112411406.0,142504534.0,141937318.0,51105779.0,19298340.0,9157127.0,1982653.0,840354.0,00-00000-20200622,25,6
539,National,2020-06-23,73345776.0,253821658.0,1045524846.0,278710415.0,250746978.0,122090848.0,154711241.0,154402327.0,54155547.0,19281513.0,8721329.0,1931515.0,773133.0,00-00000-20200623,25,6
540,National,2020-06-24,77223311.0,249944123.0,995044451.0,267513543.0,236991461.0,114795943.0,146115953.0,147257446.0,52350313.0,18828687.0,8564219.0,1887803.0,739083.0,00-00000-20200624,25,6
541,National,2020-06-25,74220726.0,252946708.0,1039714067.0,280430129.0,248182529.0,120186913.0,152266265.0,152443269.0,54121624.0,19867767.0,9343327.0,2022885.0,849359.0,00-00000-20200625,25,6
542,National,2020-06-26,74370910.0,252796524.0,1032799223.0,275599234.0,248418114.0,119859365.0,150519446.0,150023703.0,54112212.0,20997913.0,10288057.0,2140899.0,840280.0,00-00000-20200626,25,6
543,National,2020-06-27,77993738.0,249173696.0,1029521414.0,275629577.0,257875425.0,124682231.0,151580374.0,139527687.0,48203635.0,19700119.0,9563902.0,1981438.0,777026.0,00-00000-20200627,25,6
544,National,2020-06-28,82069260.0,245098174.0,899119168.0,237362296.0,226296489.0,108507580.0,131295503.0,119652484.0,42571380.0,19526132.0,10725555.0,2253125.0,928624.0,00-00000-20200628,26,6
